TargetWord,Prime,Unrelated,Length_Related,SubFreq_Related,LogSubFreq_Related,LogHAL_Related,OrthoN_Related,FreqGreater_Related,BGSum_Related,BGMean_Related,POS_Related,ELP_NT_RT_Related,ELP_N_Z_Related,ELP_NT_Acc_Related,Relation1_Related,Relation2_Related,FAS_Related,BAS_Related,CueFanOut_Related,LSA_Related,LSA_Unrelated,NT_200ms_RT_Related,NT_200ms_RT_Unrelated,NT_200ms_Z_Related,NT_200ms_Z_Unrelated,NT_200ms_Acc_Related,NT_200ms_Acc_Unrelated,NT_1200ms_RT_Related,NT_1200ms_RT_Unrelated,NT_1200ms_Z_Related,NT_1200ms_Z_Unrelated,NT_1200ms_Acc_Related,NT_1200ms_Acc,NT_200ms_RT_Priming_Related,NT_200ms_Z_Priming_Related,NT_200ms_Acc_Priming_Related,NT_1200ms_RT_Priming_Related,NT_1200ms_Z_Priming_Related,NT_1200ms_Acc_Priming_Related
dust,LINT,HEAVEN,4,1.33,1.84,6.91,10,8,12661,4220.33,NN,583.41,-0.74,0.92,category,,0.204,0,16,0.21,0.16,501.2666667,559.8222222,-0.3415939046,-0.07381354669,1,1,474.05,483.6428571,-0.3486433318,-0.2054985716,1,1,58.55555556,0.2677803579,0,9.592857143,0.1431447603,0
duty,OBLIGATION,GONE,10,6.75,2.54,8.63,0,,21791,2421.22,NN,667.59,-0.29,1,synonym,,0.137,0.041,19,0.43,0.25,562.4642857,641.2272727,0.2386405213,0.6012196388,1,0.9090909091,548.8,577.5384615,0.06953335405,0.03189195573,1,1,78.76298701,0.3625791175,0.09090909091,28.73846154,-0.03764139832,0
ear,LOBE,TARDY,4,1.86,1.98,6.14,7,6,2686,895.33,NN,540.76,-0.79,0.96,bpa,,0.824,0.07,3,0.27,0.03,545.0526316,522.3333333,-0.0446592712,0.07713498234,1,0.962962963,502.5952381,568.90625,-0.2953877186,0.0543418217,0.9761904762,1,-22.71929825,0.1217942535,0.03703703704,66.3110119,0.3497295403,-0.02380952381
early,LATE,DIM,4,269.73,4.14,10.92,17,2,10595,3531.67,JJ|RB,535.81,-0.87,1,antonym,,0.473,0.507,11,0.65,0.18,511.3928571,497.2380952,-0.4036637263,-0.4212302049,1,1,557.3870968,506.85,-0.04567554263,-0.1568817779,1,1,-14.1547619,-0.01756647858,0,-50.53709677,-0.1112062352,0
earth,WORLD,PIECES,5,455.22,4.37,12.6,1,1,3704,926,NN,558.82,-0.66,1,synonym,,0.232,0.061,12,0.21,0.15,544.1428571,557.4642857,-0.4491150324,-0.03211502167,1,1,468.21875,506.3076923,-0.3848934169,-0.1292836219,1,1,13.32142857,0.4170000107,0,38.08894231,0.255609795,0
earthquake,DISASTER,HARDY,8,17.27,2.95,9.01,0,,20946,2992.29,NN,673.96,-0.39,1,supraordinate,,0.136,0.055,23,0.26,0.04,563.3214286,560.2857143,0.181224281,-0.1092230937,1,1,537.5555556,522.525,0.05758708041,-0.09340659664,1,0.975,-3.035714286,-0.2904473747,0,-15.03055556,-0.1509936771,0.025
east,WEST,EXACT,4,60.55,3.49,11.05,12,4,8538,2846,NN|JJ|RB,583.61,-0.56,1,antonym,,0.78,0.886,6,0.83,0.11,572.6,590.6829268,0.1369109475,0.5480303002,1,1,534.0714286,594.4444444,-0.008448474701,0.6477303506,1,1,18.08292683,0.4111193527,0,60.37301587,0.6561788253,0
easy,SIMPLE,VAST,6,89.31,3.66,11.35,5,1,7655,1531,JJ|NN,623.46,-0.43,1,synonym,,0.392,0.096,7,0.35,0.23,625.9,559.7142857,-0.2993803219,0.08415486133,1,1,495.65,589.2903226,-0.2190469323,0.3771105416,1,1,-66.18571429,0.3835351833,0,93.64032258,0.5961574739,0
eat,FEED,MYSTERY,4,42.39,3.34,9.91,14,3,5926,1975.33,NN|VB,655.23,-0.22,0.96,unclassifed,,0.392,0,15,0.43,0.02,668.1904762,550.7619048,-0.002494672813,-0.07816340513,1,1,570.6111111,519.0238095,0.2476252986,-0.1808088478,1,1,-117.4285714,-0.07566873231,0,-51.58730159,-0.4284341464,0
egg,YOLK,MEANING,4,0.41,1.34,5.78,2,2,1492,497.33,NN,610.36,-0.53,0.89,bpa,,0.839,0.079,4,0.89,0,536.1904762,512.84,-0.1927844201,-0.1470018687,1,1,461.1363636,539.2,-0.5714277458,-0.2140449242,1,1,-23.35047619,0.04578255148,0,78.06363636,0.3573828216,0
eggs,BOILED,TRICK,6,3.31,2.23,7.57,5,0,10447,2089.4,VB,609.11,-0.52,1,fpa,,0.374,0,11,0.48,0.1,500.6341463,521.8484848,-0.3976964451,-0.4831375307,1,1,471.5714286,526.6363636,-0.4720723672,-0.09723605204,1,1,21.21433851,-0.08544108555,0,55.06493506,0.3748363152,0
egypt,PYRAMID,SHOVE,7,4,2.31,8.45,0,,6418,1069.67,NN,716.04,-0.08,1,script,,0.347,0.341,10,0.53,-0.02,616.1666667,634.5172414,0.29129829,0.5032437955,1,0.9310344828,499.2592593,616.7777778,0.1854623427,0.5936145204,1,0.9444444444,18.35057471,0.2119455056,0.06896551724,117.5185185,0.4081521777,0.05555555556
eight,FIGURE,SOCIETY,6,129.37,3.82,10.94,0,,7891,1578.2,NN|VB,601.35,-0.46,1,fpa,,0.096,0,19,0.12,0.13,508.5384615,529.1428571,-0.3371868593,0.01859903387,1,0.9523809524,523.5853659,538.2727273,-0.0288365003,0.05998534145,1,1,20.6043956,0.3557858932,0.04761904762,14.68736142,0.08882184175,0
elect,VOTE,CENTURY,4,34.33,3.24,10.97,3,1,5566,1855.33,NN|VB,578.24,-0.58,1,synonym,,0.167,0.247,21,0.72,0.07,529.5862069,583.5714286,-0.05689892684,0.05493747608,1,0.9642857143,510.5,568.5555556,-0.05122338833,0.3881537482,1,1,53.98522167,0.1118364029,0.03571428571,58.05555556,0.4393771365,0
electric,SHOCK,CANYON,5,28.78,3.17,9.31,6,1,4080,1020,NN|VB,604.89,-0.51,1,bpa,,0.127,0.178,19,0.59,0.05,572.9487179,550.4761905,-0.01725143214,0.1250279432,1,1,541.0731707,609.5384615,0.1684979776,0.2900123071,1,0.9230769231,-22.47252747,0.1422793753,0,68.46529081,0.1215143295,0.07692307692
electricity,ENERGY,HELIUM,6,32.9,3.23,10.98,0,,12694,2538.8,NN,645.42,-0.33,1,unclassifed,,0.108,0.014,22,0.3,0.1,611.7777778,629.6666667,0.4860548077,0.6380921531,1,1,595.8518519,678.3448276,0.9199076062,0.8479594539,1,1,17.88888889,0.1520373454,0,82.49297573,-0.07194815227,0
elephant,TUSK,CARROT,4,0.25,1.15,5.38,8,5,2433,811,NN,668.92,-0.41,0.93,perceptual property,,0.66,0.014,5,0.2,0.1,489.8285714,536.6,-0.3028663814,-0.4611078525,0.9714285714,1,477.1111111,472.15,-0.2665276414,-0.3672514755,1,1,46.77142857,-0.158241471,-0.02857142857,-4.961111111,-0.1007238341,0
elevator,ESCALATOR,PATIO,9,1.29,1.83,5.24,0,,20553,2569.13,NN,636.12,-0.37,1,category,,0.279,0.108,7,0.28,0.2,518.6428571,560.1891892,0.04412137385,0.2186217887,1,1,529.2380952,497.96,-0.3183254157,-0.10294165,0.9523809524,1,41.54633205,0.1745004148,0,-31.27809524,0.2153837657,-0.04761904762
eleven,TEN,BEANS,3,145,3.87,10.57,16,1,8211,4105.5,minor|NN,592.07,-0.62,1,category,,0.18,,20,0.69,0.07,492.3939394,536.3214286,-0.5085241137,0.0790159548,1,1,525,548.5,0.05468837928,0.1012241523,1,0.9642857143,43.92748918,0.5875400685,0,23.5,0.04653577301,0.03571428571
embarrass,HUMILIATE,LAP,9,4.18,2.33,6.09,0,,16168,2021,VB,742.24,0.04,0.96,synonym,,0.507,0.068,15,0.28,0.14,613.15,609.5142857,0.5354839536,0.4988187442,1,0.9428571429,595.125,588.4166667,0.7468261087,0.5570893331,0.975,1,-3.635714286,-0.03666520934,0.05714285714,-6.708333333,-0.1897367756,-0.025
emergency,AMBULANCE,EUROPE,9,22.41,3.06,7.24,0,,11460,1432.5,NN,664.44,-0.35,0.96,script,,0.174,0.13,18,0.76,0.03,590.3333333,577.8541667,0.3159120911,0.4849363051,0.9696969697,1,579.0588235,635.25,0.526510401,0.7327703655,1,0.9722222222,-12.47916667,0.169024214,-0.0303030303,56.19117647,0.2062599645,0.02777777778
emotion,FEELING,GATE,7,168.18,3.93,10.53,4,0,16737,2789.5,NN|VB,599.46,-0.59,1,synonym,,0.241,0.273,18,0.54,0.07,535.0357143,584.2121212,0.1560234265,0.01111558383,1,1,551.1,573,0.3020845297,0.5194590645,1,1,49.17640693,-0.1449078426,0,21.9,0.2173745348,0
empire,ROMAN,VARIETY,5,10.47,2.73,9.28,1,1,8523,2130.75,NN|JJ,615.7,-0.58,1,fpa,,0.456,0.026,9,0.76,0.04,548.1538462,538.5769231,0.1093679284,-0.03648178276,0.9615384615,1,513,563.1025641,-0.02973959287,0.3360756817,1,1,-9.576923077,-0.1458497111,-0.03846153846,50.1025641,0.3658152745,0
employer,EMPLOYEE,GRAIN,8,11.57,2.77,9.31,2,1,5326,760.86,NN,664.88,-0.28,1,antonym,,0.196,0.218,9,0.77,-0.01,653.2,586.7857143,0.886291121,0.6166938177,1,1,613.7619048,576.1034483,0.6995429156,0.3056233457,1,1,-66.41428571,-0.2695973033,0,-37.65845649,-0.3939195699,0
empty,VACANCY,APPRAISE,7,0.88,1.66,5.95,0,,8801,1466.83,NN,732.63,-0.06,0.96,synonym,,0.278,0,13,0.12,-0.06,508.4642857,509.9615385,-0.3275366982,-0.1057589666,1,1,578.0833333,474.5757576,0.08611445806,-0.562096479,1,1,1.497252747,0.2217777315,0,-103.5075758,-0.648210937,0
encourage,DISCOURAGE,SOLUTION,10,1.33,1.84,7.92,0,,16120,1791.11,VB,653.22,-0.19,1,antonym,,0.123,,20,0.48,0.07,645.5625,570.0588235,0.7489756235,0.6055120207,1,0.9705882353,605.1578947,638.6341463,0.4740919072,0.8558854848,1,0.9512195122,-75.50367647,-0.1434636028,0.02941176471,33.4762516,0.3817935776,0.0487804878
end,OUTCOME,GENTLEMAN,7,3.94,2.31,8.84,0,,8287,1381.17,NN,583.86,-0.68,1,synonym,,0.31,0,13,0.19,0.18,471.5294118,487.3571429,-0.6557128437,-0.3690843025,1,1,477.3030303,552.88,-0.4773017807,-0.04417302909,1,1,15.82773109,0.2866285412,0,75.5769697,0.4331287516,0
ending,CONCLUSION,BORROW,10,9.12,2.67,9.71,0,,19917,2213,NN,738.11,0.29,1,synonym,,0.612,0,8,0.11,0.06,514.2142857,514.6764706,-0.4577833906,-0.1746298296,1,1,511.7142857,550.3333333,-0.05733236575,0.130586591,1,0.9761904762,0.4621848739,0.283153561,0,38.61904762,0.1879189568,0.02380952381
enemy,ADVERSARY,SATIN,9,1.51,1.89,6.6,0,,14989,1873.63,NN,764.48,-0.07,0.82,synonym,,0.197,0.01,12,0.42,0.03,517.3846154,631.5882353,-0.2724582655,0.1780044966,1,0.9411764706,500.4473684,524.7894737,-0.3203785383,-0.1143474706,0.9736842105,1,114.2036199,0.4504627622,0.05882352941,24.34210526,0.2060310676,-0.02631578947
energy,KINETIC,FOAM,7,0.63,1.52,7.28,0,,18019,3003.17,JJ,713.67,-0.14,1,fpa,,0.612,0,7,0.66,0.01,566.952381,504.7777778,0.03506870159,-0.5277282103,1,1,457.1111111,500.3409091,-0.371070002,-0.4038037905,1,0.9772727273,-62.17460317,-0.5627969119,0,43.22979798,-0.03273378855,0.02272727273
england,LONDON,SHEEP,6,46.02,3.37,10.4,0,,13031,2606.2,NN,565.36,-0.64,1,fpa,,0.365,0.164,11,0.63,0.1,631.1176471,539.0714286,0.5317980444,-0.05499494901,1,1,473.0625,547.2352941,-0.4613504514,0.1528012519,1,1,-92.04621849,-0.5867929934,0,74.17279412,0.6141517033,0
english,LANGUAGE,BRUNETTE,8,35.1,3.25,11.49,0,,12230,1747.14,NN,593.73,-0.69,1,supraordinate,BPA,0.184,0.23,13,0.6,,624.9130435,608.5714286,0.1749174941,0.5169032435,1,0.9523809524,586.5,475.3684211,0.7409547934,-0.2784955476,1,1,-16.34161491,0.3419857494,0.04761904762,-111.1315789,-1.019450341,0
enlarge,MAGNIFY,HERE,7,0.59,1.49,5.53,0,,4843,807.17,VB,667.41,-0.31,1,synonym,,0.235,,14,0.61,0.01,624.8,570.8888889,0.3244954437,0.4592701512,1,1,564.4594595,587.7931034,0.297821508,0.5322009632,1,1,-53.91111111,0.1347747074,0,23.33364399,0.2343794551,0
enough,PLENTY,DEFINE,6,62.31,3.5,10.03,0,,11729,2345.8,NN,609.43,-0.48,1,synonym,,0.197,0.082,17,0.58,0.1,496.75,678.3076923,-0.5080576089,0.4192803622,1,1,491.952381,484.1428571,-0.3370145448,-0.3575837259,1,0.9285714286,181.5576923,0.9273379711,0,-7.80952381,-0.02056918109,0.07142857143
enter,EXIT,CONTROL,4,15.57,2.9,10.15,2,0,2926,975.33,NN|VB,549.73,-0.75,1,antonym,,0.388,0.568,8,0.32,0.18,563.0357143,501.2352941,0.0105175836,-0.438140913,0.9642857143,1,507.3,499.3333333,-0.1034485375,-0.1537393321,1,1,-61.80042017,-0.4486584966,-0.03571428571,-7.966666667,-0.05029079462,0
environment,SURROUNDINGS,SNAP,12,2.1,2.03,7.34,0,,23192,2108.36,NN,658.93,-0.34,1,synonym,,0.362,0.093,14,0.66,0,647.1851852,631,0.8768673365,0.3813680437,0.962962963,1,590.4736842,604.8787879,0.4013607188,0.7292392236,1,1,-16.18518519,-0.4954992928,-0.03703703704,14.40510367,0.3278785048,0
erupt,VOLCANO,CAPACITY,7,3.33,2.23,8.02,0,,7730,1288.33,NN,586.63,-0.55,1,functional property,,0.525,0.641,10,0.73,0.06,527.9615385,588.3939394,0.04798440484,0.03958521498,0.9615384615,1,527.3589744,553.6666667,-0.1443897054,0.5953043505,1,1,60.43240093,-0.008399189859,-0.03846153846,26.30769231,0.7396940559,0
even,LEVEL,KNEES,5,51.63,3.42,11.78,4,0,7531,1882.75,NN|VB,567.3,-0.74,1,synonym,,0.125,0,21,0.23,0.28,529.8529412,517,0.1890074746,-0.07318475708,0.9411764706,0.9375,598.2,552.5789474,0.7107182165,0.147415007,1,1,-12.85294118,-0.2621922317,0.003676470588,-45.62105263,-0.5633032096,0
evidence,PROOF,CORRIDOR,5,34.39,3.24,10.27,0,,4613,1153.25,NN|JJ,597.5,-0.67,1,synonym,,0.236,0.267,23,0.38,0.04,538.6956522,541.8421053,-0.1818161372,-0.07969045477,1,1,582.3333333,510.5714286,0.008825008012,-0.1536017971,1,1,3.146453089,0.1021256824,0,-71.76190476,-0.1624268051,0
evil,DEVIL,REFUSE,5,41.33,3.32,9.02,0,,5280,1320,NN,570.82,-0.64,1,functional property,,0.188,0.211,11,0.52,0.38,511.8846154,577.3636364,-0.08689846697,0.02547913823,1,1,594.2222222,543.05,0.1888011123,0.3043092198,0.9444444444,1,65.47902098,0.1123776052,0,-51.17222222,0.1155081075,-0.05555555556
exact,PRECISE,TRIP,7,5.2,2.42,8.82,1,0,12964,2160.67,JJ,691.46,-0.27,1,synonym,,0.514,0.386,8,0.6,0.12,576.5185185,557.36,0.4861116711,0.06305674842,1,1,614.5,555.2121212,0.5545716153,0.1917997845,0.9705882353,1,-19.15851852,-0.4230549227,0,-59.28787879,-0.3627718308,-0.02941176471
example,SAMPLE,ASSAULT,6,14.59,2.87,10.09,1,1,6752,1350.4,NN|VB,644.46,-0.49,1,synonym,,0.19,0.212,16,0.39,0.1,574.6315789,569.2916667,0.1316952418,0.2078808044,1,1,526.4814815,560.5,0.1883521038,0.3637590335,1,1,-5.339912281,0.07618556262,0,34.01851852,0.1754069296,0
excited,OVERWHELM,TWINKLE,9,0.69,1.56,6.51,0,,12496,1562,VB,608.41,-0.54,1,unclassifed,,0.073,0,27,0.09,0.14,564.8648649,611.1428571,0.3380318515,0.3621472079,1,1,517.7857143,568.575,-0.0238675572,0.2137181343,0.9285714286,1,46.27799228,0.02411535635,0,50.78928571,0.2375856915,-0.07142857143
excuse,PARDON,MARSH,6,64.65,3.52,8.49,1,0,9885,1977,NN|VB,621.93,-0.47,1,synonym,,0.348,0.088,11,0.46,0.18,520.9615385,516.8333333,-0.1831319152,0.2397729355,0.9615384615,1,601.030303,626.7619048,0.2072028561,0.6943247121,1,0.9047619048,-4.128205128,0.4229048507,-0.03846153846,25.73160173,0.4871218561,0.09523809524
exercise,STRETCH,APPLE,7,14.67,2.87,9.15,0,,12905,2150.83,NN|VB,710.93,-0.15,1,supraordinate,,0.097,0,19,0.48,0.04,616.1904762,501.8571429,0.3798192351,-0.1792304908,1,1,608.7307692,530,0.04358870453,0.06126080742,0.9615384615,1,-114.3333333,-0.5590497259,0,-78.73076923,0.01767210289,-0.03846153846
exhale,INHALE,FOR,6,2.35,2.08,6.75,0,,14634,2926.8,VB,655.14,-0.3,1,antonym,,0.378,0.493,8,0.77,0.06,536.4210526,555.3076923,-0.1212482443,0.1367890388,1,0.8461538462,496.1794872,595.2068966,-0.1281654745,0.1521445443,0.9743589744,0.9655172414,18.88663968,0.2580372832,0.1538461538,99.02740937,0.2803100188,0.00884173298
exit,ENTRANCE,VACUUM,8,15.69,2.9,8.76,0,,18145,2592.14,NN,619,-0.5,1,antonym,,0.615,0.101,8,0.42,0.13,504.9230769,479.8,-0.3568630569,-0.4681559333,1,0.95,481.9142857,599.6,-0.2125238732,-0.1338081904,1,1,-25.12307692,-0.1112928764,0.05,117.6857143,0.07871568278,0
expensive,VALUABLE,MONK,8,15.59,2.9,9.65,0,,10161,1451.57,JJ,667.5,-0.27,1,synonym,,0.182,0,15,0.3,0,573.1481481,606.3513514,0.5398366942,0.4542947052,0.962962963,1,597.3333333,628.5384615,0.09810369557,0.09594241276,1,0.9230769231,33.2032032,-0.085541989,-0.03703703704,31.20512821,-0.002161282812,0.07692307692
experiment,LAB,GEORGE,3,39.61,3.31,10.12,14,1,3025,1512.5,NN,566.89,-0.81,1,fpa,,0.145,0.157,19,0.21,0.06,548.0555556,583.3333333,-0.06421323351,0.5962864759,1,1,577.6410256,529.1538462,0.2365235957,0.1975436634,1,1,35.27777778,0.6604997094,0,-48.48717949,-0.03897993238,0
explain,ELABORATE,TRAITOR,9,4.75,2.39,8.49,0,,19963,2495.38,JJ,650.21,-0.4,1,synonym,,0.145,0,25,0.13,0.05,624.78125,565.1111111,0.5247913922,-0.04784103703,1,0.962962963,564.3448276,604.1212121,0.5058782808,0.1798460923,1,1,-59.67013889,-0.5726324292,0.03703703704,39.77638454,-0.3260321885,0
explode,IMPLODE,USE,7,0.33,1.26,5.37,1,0,7161,1193.5,VB,722.56,-0.09,0.96,antonym,,0.51,0.056,8,,0.12,549.3666667,552.56,0.03975491744,0.4540540005,0.9666666667,1,522.5925926,602.9259259,0.002175083769,0.07530166432,0.962962963,1,3.193333333,0.4142990831,-0.03333333333,80.33333333,0.07312658055,-0.03703703704
explosion,DYNAMITE,TRANCE,8,10.1,2.71,7.45,0,,10561,1508.71,NN,778.61,0.03,0.97,functional property,,0.205,0.078,16,0.3,0.08,564.952381,552.8947368,0.5391226545,0.1899696575,0.9523809524,1,588.1212121,564.2941176,0.3635479952,0.3615934366,1,1,-12.05764411,-0.349152997,-0.04761904762,-23.82709447,-0.001954558673,0
extinct,DINOSAUR,OCTOPUS,8,3.98,2.31,7.78,0,,12974,1853.43,NN,638.35,-0.43,0.96,unclassifed,,0.132,0.32,20,0.39,0.06,522.25,641.375,0.0916117092,0.776456083,0.9285714286,0.9166666667,723,542.3571429,1.035040573,0.1017314018,1,1,119.125,0.6848443738,0.0119047619,-180.6428571,-0.9333091713,0
extrovert,INTROVERT,SAYING,9,0.06,0.6,4.42,0,,23366,2920.75,VB|NN,779.75,0.16,1,antonym,,0.399,,8,1,0.04,614.4230769,737,0.6635302371,1.048140996,0.9230769231,0.9,587.4615385,659.5333333,0.2859447586,1.117952055,1,0.8666666667,122.5769231,0.3846107588,0.02307692308,72.07179487,0.8320072966,0.1333333333
eye,SQUINT,ARCHITECT,6,1,1.72,5.56,1,1,10986,2197.2,VB,782.04,0.12,1,action,,0.312,0,16,0.35,0.05,525.6842105,540.2068966,-0.1984136228,-0.04966569156,0.9736842105,1,501.6585366,485.7419355,-0.32386267,-0.4080686652,1,1,14.52268603,0.1487479312,-0.02631578947,-15.9166011,-0.08420599519,0
eyes,EYEBROWS,MONASTERY,8,3.29,2.23,7.06,0,,4173,596.14,NN,604.27,-0.49,0.96,category,,0.116,0,16,0.62,0.09,564.6666667,581.1428571,-0.1179146663,-0.02863815458,1,0.9285714286,488.3157895,516.8095238,-0.4753080637,-0.2267063586,1,1,16.47619048,0.08927651174,0.07142857143,28.49373434,0.2486017051,0
face,MASK,REPRODUCE,4,19.8,3,9.42,9,3,3358,1119.33,NN|VB,541.08,-0.77,1,instrument,bpa,0.194,0.016,12,0.5,0.01,610.7428571,538.0689655,-0.07527302386,-0.06284829795,0.9714285714,1,503.2592593,540.2608696,-0.1278480882,-0.1436033338,1,1,-72.67389163,0.01242472591,-0.02857142857,37.00161031,-0.01575524555,0
fad,TREND,FRIENDS,5,2.08,2.03,9.07,1,0,11808,2952,NN,653.08,-0.39,1,synonym,,0.214,0.129,10,0.07,0.12,544.5483871,660.5588235,0.007252102844,0.3992390384,1,0.9117647059,557.0526316,609.1428571,0.07455118769,0.3195230637,1,1,116.0104364,0.3919869356,0.08823529412,52.09022556,0.244971876,0
fail,PASS,SCUBA,4,108.12,3.74,10.79,14,1,4121,1373.67,VB|NN,583.58,-0.65,0.96,antonym,,0.25,0.217,20,0.25,0.05,508.8928571,594.4666667,-0.2701040035,0.3047757581,1,1,531.05,539.3157895,-0.01025810858,-0.02118058721,1,1,85.57380952,0.5748797616,0,8.265789474,-0.01092247863,0
failure,SUCCESS,CANVASS,7,27.25,3.14,10.52,0,,9220,1536.67,NN,712.74,0.04,1,antonym,,0.32,0.159,13,0.55,0.05,501.8,619.1428571,-0.2592494401,0.1886835708,1,1,621.95,515.047619,0.4822144216,0.2625655435,1,1,117.3428571,0.4479330109,0,-106.902381,-0.2196488781,0
faint,SWOON,HINT,5,0.61,1.51,5.56,3,3,6066,1516.5,NN|VB,695.22,-0.1,0.92,synonym,,0.14,0,8,0.12,0.33,559.7142857,536.25,0.008536252502,-0.06310530678,1,1,541.5263158,525.7368421,0.09902011273,0.05774282882,1,1,-23.46428571,-0.07164155928,0,-15.78947368,-0.04127728391,0
fair,JUST,DUCKS,4,4749.14,5.38,13.84,8,0,5213,1737.67,RB|JJ|NN,574,-0.69,0.96,synonym,,0.175,0.03,19,0.4,0.15,672.3333333,523.9375,0.4319780187,-0.08113936075,1,1,520.95,500.7142857,0.1036534988,-0.1906192975,1,0.9714285714,-148.3958333,-0.5131173794,0,-20.23571429,-0.2942727963,0.02857142857
faith,BELIEVE,MUTTON,7,625.14,4.5,12.25,1,0,8974,1495.67,VB,591.74,-0.61,1,synonym,,0.101,0,23,0.41,0.11,572.3,585.7659574,0.11464399,0.1734933703,1,0.9787234043,522.5277778,534.8571429,-0.07365680919,0.04105590843,1,1,13.46595745,0.05884938025,0.02127659574,12.32936508,0.1147127176,0
fake,UNNATURAL,FEET,9,2.75,2.15,7.45,0,,16095,2011.88,JJ,683.22,-0.29,1,synonym,,0.224,0,19,0.04,0.13,592.8510638,558.9375,0.2098253528,0.08071199896,1,0.96875,503.5185185,541.6666667,-0.1708994337,0.0186595988,1,0.9777777778,-33.91356383,-0.1291133538,0.03125,38.14814815,0.1895590325,0.02222222222
fall,DROP,LITTER,4,130.61,3.82,10.76,3,0,3290,1096.67,NN|VB,594.81,-0.59,1,unclassifed,,0.234,0.013,16,0.51,0.14,507,585.1851852,-0.1108619236,0.0968756118,0.9565217391,1,554.1578947,508.962963,0.08432536767,0.04230646438,1,0.9259259259,78.18518519,0.2077375354,-0.04347826087,-45.19493177,-0.04201890329,0.07407407407
FALSE,UNTRUE,RUNG,6,1.45,1.88,7.77,0,,7627,1525.4,JJ,613.43,-0.48,1,synonym,,0.503,0,4,0.48,0.05,577.8461538,532.2272727,0.2218248661,0.05163104602,0.9230769231,1,537.3571429,511.6041667,-0.07460060359,0.04948523691,1,0.9375,-45.61888112,-0.1701938201,-0.07692307692,-25.75297619,0.1240858405,0.0625
family,FRIENDS,CABIN,7,305.45,4.19,11.26,0,,10498,1749.67,NN,623.96,-0.41,1,fpa,,0.169,0,18,0.33,0.15,567.35,530.4347826,0.0598393254,-0.1642857023,1,1,546.0789474,493.8095238,-0.04801242072,0.03507393965,1,1,-36.91521739,-0.2241250277,0,-52.26942356,0.08308636037,0
fantasy,REALITY,ACCOMPLISHED,7,30.25,3.19,10.67,0,,15048,2508,NN,619.37,-0.5,0.96,antonym,,0.128,0.083,18,0.52,0.26,581.3809524,560.3414634,0.1431139729,0.1788940887,1,0.9756097561,541.8148148,542.3043478,0.002463929329,0.07040142674,1,1,-21.03948897,0.03578011574,0.0243902439,0.4895330113,0.06793749742,0
far,DISTANCE,FAKE,8,25.61,3.12,10.3,0,,16591,2370.14,NN|VB,628.37,-0.52,1,supraordinate,,0.218,0,13,0.41,0.14,517.5357143,604.4444444,-0.112722162,0.437127379,1,1,568.2857143,619.5,0.1790433076,0.5941010583,1,1,86.90873016,0.5498495411,0,51.21428571,0.4150577507,0
farm,AGRICULTURE,FEELING,11,1.1,1.76,8.61,0,,15396,1539.6,NN,754.61,0.16,1,supraordinate,,0.283,0,18,0.62,0.08,607.2592593,543.2962963,0.5307440891,0.2363721867,1,0.962962963,512.5862069,538.03125,-0.1360855988,0.230434042,1,0.9375,-63.96296296,-0.2943719024,0.03703703704,25.4450431,0.3665196408,0.0625
fashion,FAD,ANGEL,3,0.76,1.6,7,14,14,1479,739.5,NN,620.79,-0.54,0.92,synonym,,0.143,0.02,16,0.38,0.08,518,561.7142857,-0.09720067122,0.1783220197,1,1,499.3235294,610.4285714,-0.1808196934,0.2294089868,1,1,43.71428571,0.2755226909,0,111.105042,0.4102286802,0
fast,SPEED,WIN,5,41.25,3.32,11.42,2,0,7847,1961.75,NN|VB,706.11,-0.12,1,unclassifed,,0.351,0.079,15,0.63,0.36,492.5,632.952381,-0.3721121338,0.2218683999,1,1,565.6538462,499.2727273,-0.04796855017,-0.2539251559,1,1,140.452381,0.5939805337,0,-66.38111888,-0.2059566057,0
fat,SKINNY,POET,6,13.98,2.85,8.12,0,,8069,1613.8,JJ,729.13,0.05,1,antonym,,0.419,0.228,10,0.28,0,512.6153846,535.8823529,-0.3846580012,-0.119584633,1,1,514.6,534.625,-0.1756462483,0.01927525823,1,1,23.26696833,0.2650733682,0,20.025,0.1949215066,0
father,MOTHER,HOMEWORK,6,479.92,4.39,10.65,1,0,11103,2220.6,NN,565.61,-0.69,1,antonym,category,0.597,0.706,13,0.55,0.16,599.1428571,533.45,-0.04143046762,-0.02881886082,1,1,499.3809524,531.2051282,-0.1460918693,0.1377953091,1,1,-65.69285714,0.0126116068,0,31.82417582,0.2838871783,0
fear,TERROR,LEADER,6,9,2.66,9.06,0,,16032,3206.4,NN,650.19,-0.33,0.96,synonym,,0.252,0.041,11,0.62,0.25,591.7096774,557.95,0.2301876104,0.1308054191,0.9677419355,1,549.56,523.3333333,0.106037295,-0.01395983729,1,1,-33.75967742,-0.09938219135,-0.03225806452,-26.22666667,-0.1199971323,0
feel,TOUCH,COMMANDER,5,147.73,3.88,10.46,4,0,5002,1250.5,NN|VB,567.22,-0.76,1,synonym,,0.673,0.389,10,0.46,0.03,520.2105263,504.5238095,0.001228150158,-0.3792977167,1,1,581.3414634,509.5,0.1131620699,-0.02186544709,1,1,-15.68671679,-0.3805258668,0,-71.84146341,-0.135027517,0
